S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,sm_surface
0.488,0.518,0.5127,0.523,0.5438,0.070641,0.281814,0.205405,0.133713,2019,1,0.089166
0.21495,0.25215,0.2908,0.3127,0.33495,0.194419,0.22768,0.294629,0.257641,2019,1,0.062302
0.2021,0.2343,0.2778,0.2955,0.3172,0.12065,0.293804,0.26134,0.207935,2019,1,0.081852
0.1585,0.179,0.1917,0.2076,0.2248,0.110186,0.290036,0.255785,0.186018,2019,1,0.05235
0.23255,0.2519,0.2545,0.26245,0.27175,0.075784,0.324164,0.16091,0.106941,2019,1,0.087754
0.1177,0.1642,0.2469,0.272,0.287,0.110365,0.253049,0.257573,0.182498,2019,1,0.085233
0.2792,0.3019,0.3107,0.32155,0.33665,0.382849,0.448093,0.358979,0.295041,2019,1,0.084384
0.24645,0.2738,0.29085,0.30545,0.326,0.143159,0.278651,0.314828,0.235559,2019,1,0.135478
0.0743,0.1129,0.21425,0.24945,0.26365,0.195106,0.267088,0.336415,0.279834,2019,1,0.093366
0.22345,0.2447,0.2575,0.2678,0.2772,0.05179,0.39224,0.108536,0.053963,2019,1,0.090233
0.0771,0.1095,0.1922,0.2183,0.2293,0.289239,0.479993,0.202724,0.183529,2019,1,0.087884
0.2254,0.2578,0.2752,0.2888,0.3013,0.12934,0.294766,0.248388,0.19369,2019,1,0.130368
0.24315,0.2572,0.2566,0.26325,0.27425,0.333363,0.430616,0.326378,0.272684,2019,1,0.160663
0.2563,0.27895,0.29225,0.30395,0.321,0.128666,0.301201,0.275558,0.2147,2019,1,0.084971
0.2536,0.2698,0.2724,0.2816,0.2924,0.212376,0.259993,0.282556,0.25232,2019,1,0.066047
0.0931,0.1379,0.2691,0.3067,0.3133,0.237456,0.36353,0.329183,0.288826,2019,1,0.070124
0.1776,0.2123,0.2565,0.2801,0.2975,0.201335,0.233483,0.321978,0.279903,2019,1,0.093932
0.07925,0.13305,0.27745,0.31125,0.32435,0.150625,0.288826,0.294395,0.236906,2019,1,0.086613
0.1007,0.1357,0.2098,0.2298,0.2387,0.254355,0.293983,0.349794,0.325635,2019,1,0.093787
0.0729,0.12,0.244,0.2873,0.3005,0.063175,0.328798,0.155438,0.088929,2019,1,0.084483
0.11215,0.1548,0.23085,0.2554,0.26075,0.052189,0.254053,0.121489,0.066888,2019,1,0.074894
0.2172,0.2348,0.2402,0.2516,0.2648,0.236315,0.32019,0.360533,0.314333,2019,1,0.098623
0.2267,0.245,0.2507,0.2592,0.2614,0.296293,0.404945,0.288716,0.25045,2019,1,0.082835
0.14005,0.1735,0.2168,0.24385,0.2665,0.208348,0.28829,0.307458,0.277895,2019,1,0.063952
