S2_B4,S2_B5,S2_B6,S2_B7,S2_B8,L8_B4,L8_B5,L8_B6,L8_B7,Year,Month,sm_surface
0.1019,0.1249,0.1461,0.1597,0.17315,0.090661,0.174,0.190734,0.133094,2019,1,0.190613
0.10725,0.1397,0.16495,0.18635,0.20355,0.091555,0.21382,0.253888,0.1608,2019,1,0.121161
0.0665,0.0992,0.1851,0.2132,0.226,0.076471,0.230581,0.146734,0.099076,2019,1,0.221641
0.1104,0.1409,0.1901,0.2092,0.2258,0.096464,0.230196,0.223913,0.1564,2019,1,0.182731
0.1387,0.16235,0.1772,0.19055,0.2041,0.113885,0.180944,0.20634,0.153114,2019,1,0.169947
0.10215,0.12665,0.1609,0.17835,0.1926,0.091445,0.208361,0.178881,0.12296,2019,1,0.178767
0.1311,0.1513,0.1613,0.1705,0.1797,0.10965,0.165049,0.169971,0.12736,2019,1,0.18749
0.0944,0.1226,0.1754,0.1985,0.2066,0.079524,0.202174,0.14969,0.100369,2019,1,0.158908
0.1584,0.18895,0.22185,0.23925,0.25045,0.143131,0.237305,0.297695,0.222868,2019,1,0.1863
0.098,0.1324,0.203,0.2281,0.2377,0.298231,0.441053,0.362678,0.280824,2019,1,0.228219
0.10745,0.14085,0.1921,0.21635,0.23915,0.104233,0.250285,0.245033,0.165516,2019,1,0.069043
0.14625,0.1762,0.20015,0.21775,0.22955,0.139158,0.240591,0.307691,0.236549,2019,1,0.223263
0.1229,0.14145,0.15445,0.16275,0.1676,0.120416,0.158435,0.181398,0.14265,2019,1,0.116905
0.1194,0.1502,0.21,0.2355,0.2442,0.133561,0.220613,0.240715,0.174509,2019,1,0.197202
0.1548,0.1771,0.1965,0.2092,0.2198,0.153306,0.23208,0.324494,0.270951,2019,1,0.169185
0.1203,0.1467,0.177,0.1939,0.2027,0.097055,0.195753,0.195313,0.14067,2019,1,0.116299
0.1459,0.1748,0.2028,0.2232,0.2347,0.141138,0.263348,0.305753,0.237415,2019,1,0.115392
0.1549,0.1827,0.2,0.2178,0.2282,0.137288,0.227488,0.263801,0.18819,2019,1,0.167391
0.0823,0.11855,0.17565,0.19775,0.2186,0.062859,0.229963,0.202174,0.114036,2019,1,0.183401
0.0862,0.1301,0.2038,0.22765,0.24385,0.068703,0.253379,0.200001,0.124706,2019,1,0.184132
0.1623,0.2014,0.2448,0.271,0.2866,0.126205,0.334297,0.279683,0.175128,2019,1,0.117998
0.1199,0.1618,0.2291,0.2611,0.2791,0.102569,0.283285,0.253021,0.171786,2019,1,0.076476
0.1163,0.1471,0.1897,0.2065,0.2179,0.100946,0.237841,0.183171,0.119701,2019,1,0.195519
0.12465,0.14625,0.1617,0.1729,0.17785,0.114751,0.187777,0.189428,0.143049,2019,1,0.059978
0.11815,0.1474,0.19025,0.20915,0.2189,0.119839,0.235394,0.232108,0.164939,2019,1,0.097237
0.14,0.1752,0.2226,0.2397,0.2436,0.122493,0.226938,0.23912,0.18852,2019,1,0.106101
0.1197,0.1528,0.2036,0.2273,0.2411,0.10767,0.21415,0.190321,0.133121,2019,1,0.139444
0.0909,0.1192,0.1722,0.1929,0.1975,0.09205,0.210823,0.189318,0.131458,2019,1,0.121964
0.11545,0.13555,0.1505,0.16325,0.17295,0.118478,0.19501,0.191064,0.14782,2019,1,0.069244
0.0368,0.0334,0.02795,0.02695,0.0253,0.006236,0.000846,0.006621,0.006566,2019,1,0.207499
0.02495,0.02125,0.01775,0.01765,0.0167,0.004504,-0.00091,0.007708,0.007501,2019,1,0.219716
0.1328,0.15385,0.16505,0.17455,0.1815,0.109636,0.174743,0.17598,0.13231,2019,1,0.190448
